relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
13262332@17_0-13262332@17_7,13262332@17,Marjie Millar-Dean Martin,,0.314,"{Millar,'s,biggest,movie,role,was,playing,Dean,Martin,'s,love,interest,in,the,1953,Martin,and,Lewis,film,``,Money,from,Home,'',.}",0,1,7,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[play],NGRAM_1_['s],num_words_between_bucket=1,NGRAM_1_[role]}","{0.845584,0.4248,-0.404552,-0.275959,-0.109778,-0.0796675}"
212782@4_0-212782@4_24,212782@4,"Lucius Cary, 2nd Viscount Falkland-Elizabeth Cary",,0.608,"{Cary,was,born,either,in,1609,or,1610,as,the,son,of,Sir,Henry,Cary,"","",afterwards,1st,Viscount,Falkland,"","",and,his,wife,Elizabeth,Cary,"","",Lady,Falkland,"","",whose,father,Sir,Lawrence,Tanfield,was,at,that,time,Lord,Chief,Baron,of,the,Exchequer,.}",0,1,24,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[nsubjpass dep pobj conj_and]"",""BETW_D_[nsubjpass bear dep as pobj son conj_and]"",""BETW_[nsubjpass bear dep as pobj son conj_and]""}","{1.97439,0.845584,-0.728149,0.0716225,0,0}"
663147@17_32-663147@17_1,663147@17,"Frederick II, Duke of Swabia-Judith",,0.144,"{With,Judith,of,Bavaria,-LRB-,1103,-,22,February,1131,-RRB-,"","",daughter,of,Henry,IX,"","",Duke,of,Bavaria,:,With,Agnes,of,Saarbr,cken,-LRB-,d.,-RRB-,"","",daughter,of,Frederick,"","",Count,of,Saarbr,cken,:,Ancestry,.}",32,1,1,1,1,"{num_words_between_bucket=3,""INV_BETW_L_[prep_of appos prep_with]"",""INV_BETW_[prep_of daughter appos daughter prep_with]"",""INV_BETW_D_[prep_of daughter appos daughter prep_with]""}","{-0.728149,0,0,0}"
37399629@52_5-37399629@52_9,37399629@52,Cornelis de Hooghe-Duke,,0.254,"{Should,he,succeed,"","",then,De,Hooghe,would,become,Duke,of,Gelre,or,obtain,any,other,noble,title,.}",5,2,9,1,1,"{people_between_bucket=0,NGRAM_1_[become],""BETW_[nsubj become xcomp]"",""BETW_D_[nsubj become xcomp]"",num_words_between_bucket=0,""BETW_L_[nsubj xcomp]""}","{0.4248,-0.106427,-0.0143761,-0.0143761,0.0050051,0.00184488}"
10127248@27_0-10127248@27_11,10127248@27,Shmuel Butman-Schneerson,,0.358,"{Butman,was,forced,to,backtrack,during,the,event,"","",announcing,that,Schneerson,appearance,did,not,represent,his,acceptance,of,the,role,of,Messiah,.}",0,1,11,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[announce],num_words_between_bucket=2,NGRAM_1_[event],NGRAM_1_[force]}","{0.845584,0.4248,-0.106901,-0.104993,-0.0991132,-0.0322087}"
30496334@33_28-30496334@33_31,30496334@33,Li Hanzhi-Heyang,,0.3,"{Liu,sent,Zhang,to,resist,Li,"","",but,by,this,point,"","",Zhang,was,also,alienated,by,Liu,'s,domination,of,the,circuit,"","",and,then,instead,joined,Li,in,attacking,Heyang,.}",28,1,31,1,1,"{people_between_bucket=0,NGRAM_1_[attack],num_words_between_bucket=0,""BETW_L_[dobj prepc_in dobj]"",""BETW_[dobj join prepc_in attack dobj]"",""BETW_D_[dobj join prepc_in attack dobj]""}","{0.4248,-0.114097,0.0050051,0,0,0}"
164190@3_0-164190@3_14,164190@3,Armand Zildjian-Avedis,,0.286,"{Armand,was,the,scion,of,a,cymbal-making,tradition,that,dated,back,to,his,ancestor,Avedis,"","",who,began,the,company,in,1623,in,Istanbul,.}",0,1,14,1,1,"{dep_path_length>5,people_between_bucket=0,num_words_between_bucket=2,NGRAM_1_[date],NGRAM_1_[back],NGRAM_1_[ancestor]}","{0.845584,0.4248,-0.104993,-0.0595951,-0.0583376,0.0382964}"
2737327@15_5-2737327@15_3,2737327@15,Jean Rapp-Danzig,,0.298,"{As,governor,of,Danzig,"","",Rapp,held,the,town,for,a,year,after,the,``,Grande,Arm,e,'',left,Russia,.}",5,1,3,1,1,"{""INV_BETW_L_[nsubj prep_as prep_of]"",num_words_between_bucket=0,""INV_BETW_D_[nsubj hold prep_as governor prep_of]"",""INV_BETW_[nsubj hold prep_as governor prep_of]""}","{0.242628,0.0050051,0,0}"
1713420@11_0-1713420@11_19,1713420@11,Akira Terao-J kichi Uno,,0.98,"{Terao,was,born,in,Yokohama,-LRB-,Kanagawa,prefecture,-RRB-,in,Japan,"","",son,of,the,actor,and,film,director,J,kichi,Uno,.}",0,1,19,3,3,"{NGRAM_1_[bear],NGRAM_1_[son],""BETW_L_[nsubjpass prep_in conj_and]"",people_between_bucket=0,NGRAM_1_[actor],num_words_between_bucket=2}","{2.43319,2.25699,0.578424,0.4248,0.376095,-0.104993}"
3727699@49_5-3727699@49_7,3727699@49,Douglas Clegg-Silva,,0.174,"{After,16,years,together,"","",Clegg,and,Silva,were,joined,in,a,civil,union,on,November,17,"","",2005,.}",5,1,7,1,1,"{people_between_bucket=0,BETW_L_[conj_and],BETW_D_[conj_and],BETW_[conj_and],num_words_between_bucket=0}","{0.4248,0.149423,0.1476,0.147414,0.0050051}"
42993768@3_30-42993768@3_6,42993768@3,Clemence Sophia Harned Lozier-Abraham,,0.134,"{Dr.,Lozier,had,one,son,"","",Abraham,"","",who,was,married,to,Charlotte,Denman,Lozier,"","",also,a,physician,and,feminist,"","",who,graduated,from,the,same,college,founded,by,Clemence,.}",30,1,6,1,1,"{num_words_between_bucket=3,""INV_BETW_D_[agent found vmod college prep_from graduate rcmod son appos]"",""INV_BETW_[agent found vmod college prep_from graduate rcmod son appos]"",""INV_BETW_L_[agent vmod prep_from rcmod appos]""}","{-0.728149,0,0,0}"
4946394@21_0-4946394@21_5,4946394@21,Joseph Addai-Justin Vincent,,0.242,"{Addai,ranked,second,to,freshman,Justin,Vincent,in,rushing,"","",gaining,520,yards,on,114,attempts,.}",0,1,5,2,2,"{people_between_bucket=0,NGRAM_1_[second],""BETW_L_[nsubj prep_to]"",NGRAM_1_[rank],num_words_between_bucket=0,""BETW_D_[nsubj rank prep_to]""}","{0.4248,0.168682,-0.0544895,0.00540434,0.0050051,0}"
19591160@25_0-19591160@25_6,19591160@25,Michael Hemmingson-Raymond Carver,,0.662,"{Hemmingson,acknowledged,influences,Harlan,Ellison,"","",Raymond,Carver,"","",Gordon,Lish,"","",and,William,T.,Vollmann,for,literature,"","",Wim,Wenders,"","",David,Lynch,"","",David,Mamet,"","",and,Stanley,Kubrick,for,film,.}",0,1,6,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=1,""BETW_L_[nsubj dep dobj appos]"",""BETW_D_[nsubj acknowledge dep influence dobj Ellison appos]"",""BETW_[nsubj acknowledge dep influence dobj Ellison appos]""}","{1.97439,0.845584,-0.109778,0,0,0}"
19136337@24_4-19136337@24_7,19136337@24,Jim Hougan-Sally Denton,,0.242,"{In,the,mid-1980s,"","",Hougan,joined,author,Sally,Denton,in,forming,a,Washington-based,company,Hougan,&,Denton,which,undertook,investigative,research,for,law,firms,and,labor,unions,.}",4,1,7,2,2,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[author],""BETW_D_[nsubj join dobj]"",""BETW_[nsubj join dobj]"",NGRAM_1_[join]}","{0.4248,-0.273492,0.242007,0.0369685,0.0369685,0.0282399}"
7450946@116_14-7450946@116_7,7450946@116,Yuwen Tai-Wen,,0.2,"{However,"","",when,they,did,"","",Emperor,Wen,had,already,been,healed,"","",and,Yuwen,thereafter,returned,to,his,headquarters,at,Hua,Province,.}",14,1,7,1,1,"{num_words_between_bucket=1,""INV_BETW_L_[nsubj conj_and nsubjpass]"",""INV_BETW_[nsubj return conj_and heal nsubjpass]"",""INV_BETW_D_[nsubj return conj_and heal nsubjpass]""}","{-0.109778,-0.00460744,0,0}"
7514390@25_1-7514390@25_18,7514390@25,Karthi-Arjun,,0.762,"{When,Karthi,returned,to,India,"","",he,met,director,Mani,Ratnam,"","",who,offered,him,the,role,of,Arjun,-LRB-,later,played,by,Siddharth,-RRB-,in,the,film,``,Aayutha,Ezhuthu,'',.}",1,1,18,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nsubj advcl dobj rcmod dobj prep_of]"",""BETW_[nsubj return advcl meet dobj Ratnam rcmod offer dobj role prep_of]"",""BETW_D_[nsubj return advcl meet dobj Ratnam rcmod offer dobj role prep_of]""}","{1.97439,0.845584,-0.104993,0,0,0}"
25227065@5_0-25227065@5_28,25227065@5,Li Guyan-Yan,,0.392,"{Li,Guyan,'s,ancestors,later,served,as,officials,of,Qin,Dynasty,"","",Han,Dynasty,"","",Cao,Wei,"","",Jin,Dynasty,-LRB-,265-420,-RRB-,"","",Former,Yan,and/or,Later,Yan,"","",Northern,Wei,"","",Northern,Qi,"","",Sui,Dynasty,"","",and,Tang,Dynasty,.}",0,2,28,1,1,"{people_between_bucket=2,num_words_between_bucket=3,""BETW_L_[poss nsubj dobj]Later"",""BETW_D_[poss ancestor nsubj serve dobj]Later"",""BETW_[poss ancestor nsubj serve dobj]Later""}","{1.97439,-0.728149,0,0,0}"
195313@45_1-195313@45_13,195313@45,James Herriot-Wight,,0.408,"{The,Herriot,books,are,described,often,as,``,animal,stories,'',"","",-LRB-,Wight,himself,was,known,to,refer,to,them,as,his,``,little,cat-and-dog,stories,'',.,-RRB-}",1,1,13,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[book],NGRAM_1_[story],num_words_between_bucket=2,NGRAM_1_[describe]}","{0.845584,0.4248,0.18358,-0.113246,-0.104993,-0.07209}"
803609@57_16-803609@57_13,803609@57,Bert Jansch-Bill Leader,,0.214,"{The,tracks,for,this,album,were,recorded,on,a,portable,tape,recorder,by,Bill,Leader,at,Jansch,'s,cottage,in,Ticehurst,"","",Sussex,a,process,which,took,several,months,"","",with,Jansch,only,working,when,he,was,in,the,right,mood,.}",16,1,13,2,2,"{num_words_between_bucket=0,""INV_BETW_D_[poss cottage prep_at]at"",""INV_BETW_[poss cottage prep_at]at"",""INV_BETW_L_[poss prep_at]at""}","{0.0050051,0,0,0}"
8837504@6_0-8837504@6_18,8837504@6,Cheick N'Diaye-Patrice Luzi,,0.748,"{N'Diaye,'s,status,in,the,squad,is,as,the,third,goalkeeper,"","",behind,first-choice,Nicolas,Douchez,and,second-placed,Patrice,Luzi,.}",0,1,18,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_D_[poss status nsubj be prep_behind Douchez conj_and]second-placed"",""BETW_L_[poss nsubj prep_behind conj_and]second-placed"",""BETW_[poss status nsubj be prep_behind Douchez conj_and]second-placed""}","{1.97439,0.845584,-0.104993,0,0,0}"
40133525@10_5-40133525@10_7,40133525@10,Cristiano Souza-Evan Cutts,,0.174,"{In,his,preliminary,fight,"","",Souza,faced,Evan,Cutts,.}",5,1,7,2,2,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[face],num_words_between_bucket=0,""BETW_D_[nsubj face dobj]"",WORD_SEQ_[faced]}","{0.4248,-0.273492,-0.0641848,0.0050051,0,0}"
9803857@5_0-9803857@5_4,9803857@5,Amara Simba-Leyton Orient,,0.168,"{Simba,'s,move,to,Leyton,Orient,came,about,as,a,result,of,training,with,the,club,in,order,to,keep,fit,whilst,on,holiday,in,London,.}",0,1,4,2,2,"{people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[move],""NGRAM_2_['s move]"",num_words_between_bucket=0,""BETW_D_[poss move prep_to]to""}","{0.4248,-0.275959,-0.254605,-0.0147408,0.0050051,0}"
4680975@91_4-4680975@91_7,4680975@91,Li Song-Feng Dao,,0.14,"{At,the,recommendations,of,Li,Song,and,Feng,Dao,-LRB-,who,was,then,also,chancellor,-RRB-,"","",Shi,'s,brother-in-law,Du,Chongwei,"","",whom,Liu,despised,"","",succeeded,Liu,as,the,commander,of,the,imperial,guards,.}",4,2,7,2,2,"{people_between_bucket=0,BETW_L_[conj_and],BETW_D_[conj_and],BETW_[conj_and],num_words_between_bucket=0}","{0.4248,0.149423,0.1476,0.147414,0.0050051}"
19505816@52_13-19505816@52_10,19505816@52,Jay R Sillona-Jdimes,,0.25,"{Among,the,album,'s,collaborators,are,rappers,Young,Clipp,"","",Jdimes,"","",and,Sillona,'s,best,friends,"","",Jimmy,Muna,and,Kris,Lawrence,.}",13,1,10,1,1,"{""INV_BETW_L_[poss conj_and conj_and]and"",num_words_between_bucket=0,""INV_BETW_D_[poss friend conj_and clipp conj_and]and"",""INV_BETW_[poss friend conj_and clipp conj_and]and""}","{0.100557,0.0050051,0,0}"
1127181@9_2-1127181@9_26,1127181@9,Tony Hendra-John Belushi,,0.42,"{In,1973,Hendra,produced,"","",directed,and,co-wrote,-LRB-,with,Sean,Kelly,-RRB-,"","",the,Lampoon,'s,off-Broadway,revue,``,Lemmings,'',in,which,Hendra,cast,John,Belushi,"","",Chevy,Chase,and,Christopher,Guest,in,their,first,starring,roles,.}",2,1,26,2,2,"{people_between_bucket=2,num_words_between_bucket=3,""BETW_L_[prep_in rcmod dobj]"",""BETW_[prep_in Lemmings rcmod cast dobj]"",""BETW_D_[prep_in Lemmings rcmod cast dobj]""}","{1.97439,-0.728149,0,0,0}"
5605150@9_4-5605150@9_11,5605150@9,"Infanta Luisa Fernanda, Duchess of Montpensier-Duke",,0.26,"{For,this,purpose,"","",Luisa,Fernanda,was,engaged,to,Antoine,"","",Duke,of,Montpensier,-LRB-,1824,90,-RRB-,"","",the,youngest,son,of,king,Louis,Philippe,"","",who,also,was,Luisa,'s,mother,'s,first,cousin,.}",4,2,11,1,1,"{people_between_bucket=1,""BETW_L_[nsubjpass prep_to appos]"",num_words_between_bucket=1,""BETW_D_[nsubjpass engage prep_to Antoine appos]"",""BETW_[nsubjpass engage prep_to Antoine appos]""}","{1.18556,0.391925,-0.109778,0,0}"
350841@74_0-350841@74_33,350841@74,Emilio Estevez-Kirby Keger,,0.63,"{Estevez,appeared,in,John,Parr,'s,``,St.,Elmo,'s,Fire,-LRB-,Man,in,Motion,-RRB-,'',music,video,from,the,soundtrack,of,his,film,with,the,same,name,"","",where,he,played,Kirby,Keger,.}",0,1,33,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_[nsubj appear prep_from soundtrack prep_of film prep_with name rcmod play dobj]"",""BETW_D_[nsubj appear prep_from soundtrack prep_of film prep_with name rcmod play dobj]"",""BETW_L_[nsubj prep_from prep_of prep_with rcmod dobj]""}","{1.97439,0.845584,-0.728149,0,0,0}"
4523027@21_5-4523027@21_22,4523027@21,Nils Middelboe-Chelsea,,0.346,"{Interestingly,"","",the,three,times,Middelboe,played,for,his,country,while,at,Chelsea,"","",he,always,represented,KB,"","",as,opposed,to,Chelsea,.}",5,1,22,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[play],num_words_between_bucket=2,NGRAM_1_[oppose],NGRAM_1_[country]}","{0.845584,0.4248,-0.404552,-0.104993,-0.0636316,0.0559222}"
24312830@10_3-24312830@10_19,24312830@10,Pyotr Glebov-Lenin,,0.28,"{In,1981,"","",Glebov,was,named,a,People,'s,Artist,of,the,USSR,and,was,awarded,the,Order,of,Lenin,.}",3,1,19,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[name],NGRAM_1_['s],NGRAM_1_[people],NGRAM_1_[order]}","{0.845584,0.4248,-0.392432,-0.275959,-0.160335,-0.131642}"
13774643@3_4-13774643@3_20,13774643@3,Deng Alor-Lam Akol,,0.252,"{In,October,2007,"","",Alor,was,appointed,foreign,minister,of,the,Republic,of,Sudan,"","",replacing,fellow,Southern,Sudanese,politician,Lam,Akol,"","",in,what,was,seen,as,an,attempt,to,appease,the,Sudanese,People,'s,Liberation,Movement,.}",4,1,20,2,2,"{people_between_bucket=0,NGRAM_1_[politician],NGRAM_1_[fellow],""BETW_L_[nsubjpass xcomp dobj]"",NGRAM_1_[replace],num_words_between_bucket=2}","{0.4248,0.366848,-0.208937,0.177471,-0.114195,-0.104993}"
21314567@48_16-21314567@48_2,21314567@48,Earl Fuller-Ted Lewis,,0.264,"{Apart,from,Ted,Lewis,"","",Teddy,Brown,and,George,Hamilton,Green,"","",musicians,who,worked,in,Fuller,'s,various,groups,included,Sig,Behrendson,-LRB-,who,sometimes,filled,in,for,Raderman,-RRB-,"","",Willie,Creager,"","",Ben,Selvin,"","",Joe,Green,"","",Joe,Kayser,"","",Joseph,Samuels,and,Ted,Weems,.}",16,1,2,2,2,"{num_words_between_bucket=2,""INV_BETW_[poss group prep_in work rcmod musician appos Green conj_and Brown appos]in"",""INV_BETW_D_[poss group prep_in work rcmod musician appos Green conj_and Brown appos]in"",""INV_BETW_L_[poss prep_in rcmod appos conj_and appos]in""}","{-0.104993,0,0,0}"
448584@69_0-448584@69_11,448584@69,Lawrence Taylor-Parcells,,0.172,"{Taylor,did,not,appreciate,this,approach,"","",and,early,on,told,Parcells,"","",``,I,'ve,had,enough,.}",0,1,11,1,1,"{people_between_bucket=0,NGRAM_1_[early],num_words_between_bucket=2,NGRAM_1_[approach],NGRAM_1_[tell],""BETW_D_[nsubj appreciate conj_and have prep_on]""}","{0.4248,-0.255467,-0.104993,-0.039102,0.0195138,0}"
4023915@40_9-4023915@40_12,4023915@40,Luca Filippi-Rahal Letterman Lanigan,,0.288,"{On,6,March,2012,"","",it,was,announced,that,Filippi,would,join,Rahal,Letterman,Lanigan,Racing,in,the,IndyCar,series,from,the,Indy,500,onwards,.}",9,1,12,3,3,"{people_between_bucket=0,""BETW_L_[nsubj dep nsubj]"",NGRAM_1_[join],num_words_between_bucket=0,""BETW_D_[nsubj join dep race nsubj]"",""BETW_[nsubj join dep race nsubj]""}","{0.4248,-0.0381876,0.0282399,0.0050051,0,0}"
6754355@8_29-6754355@8_26,6754355@8,Robert Warren Miller-Chuck Feeney,,0.222,"{The,concept,of,``,duty-free,shopping,'',-,offering,high-end,concessions,to,travelers,"","",free,of,import,taxes,-,was,in,its,infancy,when,"","",with,Chuck,Feeney,"","",Miller,founded,DFS,on,November,7,"","",1960,.}",29,1,26,2,2,"{""INV_BETW_L_[nsubj prep_with]"",num_words_between_bucket=0,""INV_BETW_[nsubj found prep_with]"",""INV_BETW_D_[nsubj found prep_with]""}","{-0.107618,0.0050051,0,0}"
24488858@1_0-24488858@1_6,24488858@1,Bill McGrath-Desmond McGrath,,0.53,"{Bill,McGrath,William,`,Bill,',Desmond,McGrath,-LRB-,born,3,December,1936,in,Minyip,-RRB-,is,a,former,National,Party,of,Australia,politician,and,Australian,rules,footballer,.}",0,1,6,2,2,"{people_between_bucket=2,no_dependency,BETW_[nn],BETW_D_[nn],num_words_between_bucket=1,BETW_L_[nn]}","{1.97439,-1.3066,-0.115582,-0.110067,-0.109778,-0.109757}"
2893679@39_0-2893679@39_7,2893679@39,Moses Gill-Anson Morse,,0.428,"{Gill,'s,politics,are,unclear,:,historian,Anson,Morse,is,of,the,opinion,that,his,popularity,was,not,sufficient,to,head,the,ticket,of,either,the,Federalists,or,the,Democratic-Republicans,.}",0,1,7,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_['s],num_words_between_bucket=1,NGRAM_1_[politics],NGRAM_1_[historian]}","{0.845584,0.4248,-0.275959,-0.109778,0.0266798,0.0128808}"
250255@122_0-250255@122_2,250255@122,Mark Dayton-Alida Ferry Rockefeller,,0.008,"{Dayton,married,Alida,Ferry,Rockefeller,"","",youngest,sister,of,U.S.,Senator,John,Davison,``,Jay,'',Rockefeller,IV,"","",in,1978,;,they,divorced,in,1986,.}",0,1,2,3,3,"{people_between_bucket=0,NGRAM_1_[marry],""BETW_L_[nsubj dobj]"",""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",WORD_SEQ_[married]}","{0.4248,-0.36256,-0.273492,-0.128039,-0.127357,0.0107955}"
1168698@41_11-1168698@41_25,1168698@41,Robert F. Williams-Robert Franklin Williams,,0.338,"{When,numerous,KKK,members,appeared,and,shot,from,their,cars,"","",Williams,and,his,followers,returned,the,fire,"","",driving,them,away.Timothy,Tyson,"","",``,Robert,Franklin,Williams,:,A,Warrior,for,Freedom,;,``,Timothy,Tyson,"","",``,Introduction,'',to,Robert,Williams,Papers,"","",p.,vi,.}",11,1,25,3,3,"{people_between_bucket=1,""BETW_L_[nsubj dep dobj]"",num_words_between_bucket=2,""BETW_[nsubj return dep drive dobj]"",""BETW_D_[nsubj return dep drive dobj]""}","{1.18556,-0.139301,-0.104993,0,0}"
9517339@44_27-9517339@44_16,9517339@44,Yang Su-Chen,,0.306,"{Later,in,590,"","",with,Chen,'s,former,territory,up,in,rebellions,due,to,the,formerly,Chen,people,'s,unaccustomed,to,the,imposition,of,Sui,laws,"","",Yang,Su,was,put,in,command,of,a,large,army,to,attack,the,various,rebel,leaders,.}",27,2,16,1,1,"{num_words_between_bucket=2,""INV_BETW_D_[nsubjpass put dep law prep_of imposition prep_to unaccustomed amod people nn]"",""INV_BETW_L_[nsubjpass dep prep_of prep_to amod nn]"",""INV_BETW_[nsubjpass put dep law prep_of imposition prep_to unaccustomed amod people nn]""}","{-0.104993,0,0,0}"
8209094@39_10-8209094@39_18,8209094@39,Gevorg Kasparov-Mika,,0.232,"{In,the,end,"","",a,contract,was,signed,"","",and,Kasparov,"","",after,6,years,"","",returned,to,Mika,.}",10,1,18,1,1,"{people_between_bucket=0,NGRAM_1_[year],num_words_between_bucket=1,NGRAM_1_[return],NGRAM_1_[6],""BETW_L_[nsubj prep_to]""}","{0.4248,0.165097,-0.109778,-0.0797892,-0.0545786,-0.0544895}"
4810543@9_9-4810543@9_32,4810543@9,Jon Ballantyne-John Abercrombie,,0.648,"{At,the,Banff,Centre,in,Alberta,"","",Canada,"","",Jon,studied,and,played,with,Dave,Holland,"","",Dave,Liebman,"","",Ed,Blackwell,"","",Lee,Konitz,"","",Cecil,Taylor,"","",Kenny,Wheeler,"","",John,Abercrombie,"","",Don,Thompson,"","",Julian,Priester,"","",Karl,Berger,"","",Eddie,Marshall,and,Steve,Coleman,.}",9,1,32,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[nsubj conj_and prep_with conj_and]"",""BETW_[nsubj study conj_and play prep_with Holland conj_and]"",""BETW_D_[nsubj study conj_and play prep_with Holland conj_and]""}","{1.97439,0.845584,-0.728149,-0.0243401,0,0}"
23738141@44_7-23738141@44_12,23738141@44,Johann von Klenau-Friedrich,,0.224,"{At,the,first,Battle,of,Wissembourg,"","",Klenau,commanded,a,brigade,in,Friedrich,"","",Baron,von,Hotze,'s,3rd,Column,on,13,October,1793,"","",during,which,the,Habsburg,force,stormed,the,earthen,ramparts,held,by,the,French,.}",7,1,12,1,1,"{people_between_bucket=0,NGRAM_1_[command],""BETW_L_[nsubj dobj prep_in]"",num_words_between_bucket=0,NGRAM_1_[brigade],""BETW_D_[nsubj command dobj brigade prep_in]""}","{0.4248,0.102643,-0.0387652,0.0050051,0.00451369,0}"
1406927@27_25-1406927@27_0,1406927@27,Jock Colville-Churchill,,0.082,"{Churchill,was,"","",as,appears,from,the,diaries,"","",fond,of,Colville,"","",and,"","",from,reading,the,published,diaries,"","",it,is,apparent,that,Colville,was,close,to,the,rest,of,the,Churchill,family,.}",25,1,0,1,1,"{num_words_between_bucket=3,""INV_BETW_L_[nsubj ccomp nsubj]"",""INV_BETW_D_[nsubj close ccomp apparent nsubj]"",""INV_BETW_[nsubj close ccomp apparent nsubj]""}","{-0.728149,-0.509324,0,0}"
173597@41_18-173597@41_20,173597@41,Anne Morrow Lindbergh-Reeve,,0.168,"{Charles,and,Anne,Lindbergh,had,five,more,children,:,sons,Jon,"","",Land,and,Scott,"","",and,daughters,Anne,and,Reeve,.}",18,1,20,1,1,"{people_between_bucket=0,BETW_L_[conj_and],BETW_D_[conj_and],BETW_[conj_and],num_words_between_bucket=0}","{0.4248,0.149423,0.1476,0.147414,0.0050051}"
